seq,referringId,partnerOrderId,clientId,subclientId,state,partnerShipmentId,mkpPartnerId,firstName,lastName,line1,city,state,zipCode,country,partnerLineId,upc,quantity,price,currencyName
1197,119739261181,1B6P25S11,68A,9CEE,CREATED,16528364,7735,Clarissa,Herman,7478 Kub Ridges,East Favianhaven,IA,67757-7243,USA,1,72105136,10,49.14,USD
1198,119859820574,J81588TF4,DE6,2804,CREATED,64056584,0C40,Laney,Hodkiewicz,667 Cole Track,Tillmanchester,MT,70064-8818,USA,1,11911947,8,59.15,USD
1199,119940560497,KPHNB5Z87,407,5994,CREATED,64633898,9376,Eunice,Halvorson,1784 Filiberto Skyway,South William,TN,59279,USA,1,91841604,10,80.54,USD
1200,120029567257,9BE6D5DM5,699,0B0C,CREATED,93939549,1BEA,Hazle,Dickinson,2921 Eddie Lake,Marquardtfort,MD,42493-3049,USA,1,24214969,4,91.88,USD
1201,120178218409,SXM0SRZ55,781,AC3B,CREATED,70579116,60E5,Coby,Ritchie,354 Keara Way,East Reneville,AK,43942,USA,1,56214634,7,24.54,USD
1202,120254611186,RF4JXL6C9,60D,48D5,CREATED,87291692,7589,Roslyn,Little,610 Marks Forge,New Richardview,DE,61843,USA,1,89044647,10,83.32,USD
1203,120343120392,VF4K5WZRX,4B7,51D0,CREATED,50352877,84E8,Ike,Lind,2375 Roberts Ferry,Tesston,FL,41926,USA,1,70264890,1,67.44,USD
1204,120473247319,4RAWUZGA5,0DC,8776,CREATED,86366585,13A1,Izaiah,West,55232 Durgan Village,New Abdielville,ID,39391-8064,USA,1,22488458,1,90.17,USD
1205,120599068236,RFWR3TUV9,945,6AE1,CREATED,18884288,81EE,Colleen,Bernhard,5899 Conor Stream,Lexusmouth,NV,42028-0311,USA,1,64466491,3,23.79,USD
1206,120654919647,3R9HGNJ49,680,8312,CREATED,70477209,4A47,Nettie,Reichert,572 Eichmann Haven,Erintown,KS,13601-5660,USA,1,62006666,8,98.08,USD
1207,120771248773,SU9HEF8G3,7CA,4033,CREATED,89369536,3DD2,Clementine,Halvorson,673 Wiza Haven,North Ethamouth,CA,49275,USA,1,32079618,4,72.86,USD
1208,120826436964,WBS7G1Y79,DBB,5D2C,CREATED,84586690,82D4,Delphine,Schiller,520 Leuschke Cliff,East Jayne,NH,36630-3272,USA,1,65808756,3,98.66,USD
1209,120940185010,KPHXYFS25,479,A465,CREATED,64405144,AED1,Rosalind,Swaniawski,711 Zulauf Circles,Lake Mosesville,NY,33729-2896,USA,1,89778534,10,76.07,USD
1210,121020813048,15EEETAH8,C8C,949A,CREATED,65629976,D821,Florence,Leannon,47396 Lottie Tunnel,D'Amorechester,ID,18298,USA,1,23682540,10,51.77,USD
1211,121131952001,WBWK6S3Y4,11E,D7C9,CREATED,13505368,487E,Don,Gorczany,54667 Harvey Wells,North Karli,RI,20199,USA,1,26136094,1,45.95,USD
1212,121249165112,KPLJ8DLR1,D59,76A9,CREATED,67776664,412E,Caroline,Gorczany,829 Block Parkway,Zacktown,IL,81821-9713,USA,1,35693616,2,37.27,USD
1213,121337713472,KPL815698,80D,ADA3,CREATED,80154031,3562,Sam,Koelpin,699 Rosetta Run,Lake Milton,NH,29641,USA,1,58015451,8,24.56,USD
1214,121418003764,1C9ERM683,550,6ABC,CREATED,72116824,1C42,Arne,Pfannerstill,8126 Anderson Grove,South Demarcuschester,NM,24997-8699,USA,1,83788992,6,79.36,USD
1215,121518968534,KPHJWR6H0,D92,DE8A,CREATED,29719610,9549,Horace,Frami,7116 Giovani Stream,East Amyfort,IA,97563-7215,USA,1,13054796,9,91.63,USD
1216,121686049465,TRCE52F74,170,9929,CREATED,84720845,6263,Mathilde,Parker,1151 Augustine Club,Heavenland,ME,19137-2263,USA,1,27904632,10,18.82,USD
1217,121746920543,SALKH5B86,EC9,5990,CREATED,12787542,5608,Oren,Leffler,88552 Fahey Turnpike,Xanderborough,NM,84063-4057,USA,1,82956252,6,30.84,USD
1218,121878245320,VF5K2FEE6,50E,0B3A,CREATED,96693957,B940,Bridie,Adams,2937 Leila Highway,Framistad,NJ,58888,USA,1,47705378,10,45.19,USD
1219,121916618933,MB4TL3GGX,B62,894B,CREATED,63518735,A46D,Willis,Collins,1364 Edgardo Shoal,Monicastad,IA,61405,USA,1,39697418,4,74.31,USD
1220,122046117079,RF4W54YM4,0E8,9494,CREATED,18036108,9686,Arden,Braun,36405 Lynch Locks,Winnifredberg,AL,57368-3824,USA,1,66871907,5,25.25,USD
1221,122156558007,SALMEB5R9,637,9DE7,CREATED,73642173,D652,Kirstin,Bailey,280 Clementina Plaza,West Delia,PA,99513,USA,1,30919849,2,91.13,USD
1222,122280357802,VF54JKJM2,053,3459,CREATED,25054408,3246,Micaela,Heaney,5873 Howe Shore,Prosaccoland,MT,86128-1469,USA,1,93046566,6,37.31,USD
1223,122389027818,KPLB5FEB7,EBD,94B8,CREATED,59356618,7BEA,Lelah,Schaden,841 Parker Haven,Lake Reidborough,ID,51903-3340,USA,1,46488354,6,84.17,USD
1224,122471204391,1F1M6KRF5,819,67D9,CREATED,55753238,BC64,Maude,Anderson,135 Cleora Motorway,South Bradenberg,VA,98467-7864,USA,1,68044592,1,98.98,USD
1225,122514861255,KPL6XF506,6A1,BAB1,CREATED,49100558,846E,Buck,Kirlin,29043 Reese Burgs,West Electa,IN,53486,USA,1,63642556,4,49.68,USD
1226,122657112698,1C9RS4327,703,56BA,CREATED,82435219,DD00,Nicola,Ferry,73993 Stanton Turnpike,South Nathaniel,PA,99327-9080,USA,1,67991120,9,87.24,USD
1227,122746308453,TRCPNCD22,947,C68B,CREATED,96535959,0049,Daisy,Kilback,204 Josephine Cliff,Hermannfurt,NE,66475-5377,USA,1,56129678,8,82.49,USD
1228,122817838860,SUA70ZWZ6,B73,954E,CREATED,94227325,6881,Sebastian,Will,6556 Giovanna Fords,Roscoeland,NJ,49079,USA,1,23314700,6,59.38,USD
1229,122957421700,MB4BN81F2,98D,92C7,CREATED,81744341,4A82,Samson,Tromp,8982 Green Freeway,Westbury,MD,50402,USA,1,16806333,5,70.21,USD
1230,123082351464,WD2WC9RR6,68C,158C,CREATED,28665868,0A8C,Ronaldo,Leffler,6537 Margret Extension,West Barton,KY,78647,USA,1,81507155,4,90.13,USD
1231,123184817666,RF4W92NH1,E04,B020,CREATED,18006847,3C2D,Cullen,Lindgren,7435 Dorian Union,North Laisha,PA,94667,USA,1,65884813,8,91.98,USD
1232,123277753294,WBT7LVRKX,ACA,1407,CREATED,10479447,8EC1,Marlen,Hegmann,60075 Prosacco Spur,Josiahburgh,KY,90009-6071,USA,1,78305964,6,21.26,USD
1233,123359921590,VF5JW00T1,51E,9C80,CREATED,68987232,674D,Audie,Fadel,42414 Lenna Lakes,Alishaville,PA,61246,USA,1,66608512,6,43.36,USD
1234,123452450538,5FS5P5MB5,A57,36BA,CREATED,19233166,532D,Oren,Kovacek,3457 Stephen Mount,Coltburgh,VA,65956,USA,1,98934605,5,10.96,USD
1235,123578880052,L1CTD36B0,B39,50A0,CREATED,65038375,1298,Antwan,Upton,2681 Kuhlman Pines,Floridaside,TN,18931-0390,USA,1,23790623,3,39.53,USD
1236,123690144345,8C9G0B5U1,30C,27C3,CREATED,87433343,686B,Sonia,Vandervort,6912 Steuber Gateway,Port Lambertland,NY,34346-2118,USA,1,21082367,10,13.78,USD
1237,123765740259,WBSTC2T75,7EA,992C,CREATED,34433502,B342,Marianna,Jones,184 Bruce Extensions,East Jovany,NH,40774-5897,USA,1,63986769,8,51.76,USD
1238,123820717578,1G8A7MHF7,ADA,46B6,CREATED,27976850,9101,Destany,Bashirian,83655 Lisa Stream,Thielchester,KY,16843-3951,USA,1,94313939,6,31.27,USD
1239,123951279791,KPHEKJD0X,0C3,A132,CREATED,75912949,2068,Jordy,McDermott,2278 Libbie Wall,Port Brown,WY,31885,USA,1,53319199,4,68.71,USD
1240,124062217720,TAMLD4B92,7A8,A63D,CREATED,79053344,A098,Xzavier,Kassulke,2266 Stephanie Flats,Mooreport,AK,27952,USA,1,46535399,9,97.69,USD
1241,124116069041,SAR12YU19,5EC,6963,CREATED,51737078,41E8,Ashlynn,Skiles,7529 Becker Pass,Kihnville,NJ,43883,USA,1,54817215,1,59.58,USD
1242,124277084360,RF4MYCWF2,661,1290,CREATED,81286838,DB80,Jailyn,Bashirian,463 Pearlie Lock,Cummingsmouth,TN,97332,USA,1,17228811,10,73.84,USD
1243,124397239940,9BET44GKX,5D7,174D,CREATED,48633720,3C8B,Jaylin,Deckow,382 Roob Shoals,Skylafort,VA,59238,USA,1,14559423,9,34.11,USD
1244,124457629994,15EYZLKJ6,32E,6AA4,CREATED,96812868,A553,Raphaelle,Haley,946 Gaetano Mission,Bertatown,WY,12892,USA,1,20922236,1,70.18,USD
1245,124590308128,VF6F8PLD5,3A3,D50A,CREATED,91954554,A1E7,Brigitte,Feil,136 Bosco Shoal,Zackaryview,PA,41649,USA,1,87573659,9,60.92,USD
1246,124641984298,J81VLAB25,4CA,E845,CREATED,61830080,C422,Lonie,Walsh,6092 Lemke Square,Klingberg,UT,42763,USA,1,27606963,2,48.89,USD
1247,124721670680,KPHA5U6GX,4DC,6202,CREATED,63077851,135E,Dannie,Crooks,8221 Jacquelyn Village,New Lawrence,AR,85351,USA,1,80036263,9,70.66,USD
1248,124815164096,VF5GK96C7,5D6,7EE2,CREATED,48076639,A425,Asha,Konopelski,3083 Nina Flats,New Elouisemouth,AL,91185-7470,USA,1,69287566,1,25.08,USD
1249,124926442842,RFW8HWYF3,961,6D3A,CREATED,15515842,A402,Rosalyn,Jacobi,850 Leopoldo Summit,Hammesborough,WY,88148-1555,USA,1,34420307,9,42.74,USD
1250,125056900454,WBTRKSHV8,761,13E3,CREATED,58414931,21A2,Bill,Gerhold,6492 Fadel Harbors,Vallieburgh,MT,91780,USA,1,99537047,8,85.69,USD
1251,125129821961,WD2FUP2A4,2BB,8BBB,CREATED,33229324,94EE,Adelia,Murray,62637 Gibson Ways,Port Judsonbury,SC,73809,USA,1,57040632,10,81.08,USD
1252,125294628572,DLAG0ZW8X,C67,D018,CREATED,21125640,2023,Gretchen,Thompson,4606 Carissa Stravenue,Port Hailey,KS,66280,USA,1,55189639,7,21.24,USD
1253,125394988551,1A9JMYUR4,94A,1447,CREATED,54138129,1172,Kiera,Fadel,35154 Wendy Squares,Margareteland,MA,33280,USA,1,30926749,5,59.23,USD
1254,125445055290,1F8SSKVG3,95B,5C29,CREATED,28701812,88A2,Ray,Rutherford,7090 Marley Gateway,Lake Josiah,MT,73987,USA,1,46563626,5,89.38,USD
1255,125515499782,SUAC2M1D9,68B,2ACE,CREATED,49992194,355D,Kyler,Gusikowski,520 Emmerich Locks,Lednerbury,KS,35905,USA,1,26800515,10,33.75,USD
1256,125657823596,SAL5AA2H1,693,A719,CREATED,16253417,9107,Luz,Swift,831 Jerde Ferry,East Eliezer,NM,41270-4393,USA,1,43935022,2,19.29,USD
1257,125744699745,RF5U0TLW5,444,BB75,CREATED,75373103,EA25,Tatyana,Daugherty,5462 Abagail Forge,Port Garfieldborough,NY,71069,USA,1,26675485,6,78.76,USD
1258,125886286211,MB4X8C91X,0AE,B5A6,CREATED,49764253,9E25,Ari,Schoen,6245 Lukas Island,McClureton,AZ,22361,USA,1,24333324,10,30.56,USD
1259,125966481686,4RAVD6P25,343,CBDC,CREATED,11917765,1416,Parker,Koss,209 Viola Tunnel,North Ardith,AL,35534,USA,1,64086298,3,30.06,USD
1260,126077110363,WD2TC4M57,B05,8770,CREATED,94246845,68EA,Justine,Bogan,244 Viva Brook,Guillermochester,ND,95911-8732,USA,1,71374100,7,36.47,USD
1261,126183991797,1C9KKXL42,151,D3E4,CREATED,18875356,5A88,Jerad,Boehm,511 Abernathy Summit,Strosinshire,MI,30666,USA,1,92565965,5,73.12,USD
1262,126259622670,9BEER8UX4,C74,3351,CREATED,66027229,1920,Harrison,Becker,316 Julia Canyon,New Candice,NV,21438-9539,USA,1,36322825,7,63.53,USD
1263,126316928368,1F9N3YWC9,43A,56A5,CREATED,78228711,4837,Colton,Little,75425 Blick Brooks,North Caylaburgh,IN,88588,USA,1,86077950,6,97.78,USD
1264,126463304671,TRC808FW5,2D2,71D9,CREATED,62984831,3875,Herminia,Dooley,76275 Hermiston Meadow,Tavaresbury,ND,53323,USA,1,58583966,1,43.72,USD
1265,126554034483,1F1A3VN82,5E4,84B9,CREATED,65716181,6C7A,Sam,Schulist,6607 Mueller Well,New Claudine,VT,83134,USA,1,43823684,6,55.07,USD
1266,126636071605,3R90CY973,8EE,D8CE,CREATED,96462578,818E,Carmel,Kohler,71214 Stefanie Brooks,VonRuedenville,UT,67852,USA,1,20404889,7,33.42,USD
1267,126729196570,SUBY3VKA7,B54,22B8,CREATED,84652644,7E0E,Jonathon,Jast,47044 Mckayla Pine,East Kip,MA,84232,USA,1,83847581,2,21.41,USD
1268,126816782853,TAM46CRC2,91D,53B2,CREATED,40044593,C2DA,Berta,Bartoletti,776 Sharon Isle,Sporerbury,MT,61268-3682,USA,1,28301802,5,40.85,USD
1269,126926820920,SUAL6LZF6,805,CE96,CREATED,80346849,EEC2,Maryse,Rowe,62269 Romaine Rapid,West Wadeshire,KY,54059,USA,1,66868021,6,32.75,USD
1270,127054732476,WBT1GUKE7,699,652D,CREATED,69411044,3D10,Eryn,Williamson,40969 Schmidt Estate,South Anne,TN,21972-3880,USA,1,34912333,4,12.62,USD
1271,127178015739,SUBMVR9H4,28E,38C5,CREATED,38674206,8A6B,Sim,Dibbert,5276 Mark Oval,Rolfsonton,NH,64891,USA,1,45613833,1,80.39,USD
1272,127257573187,1B97PWKC1,14A,DD5A,CREATED,11298565,260C,Ellis,Wuckert,49842 Ortiz Point,South Felipa,SD,76514,USA,1,85361563,8,79.39,USD
1273,127364277044,SUAXV1ZM0,DD2,9DCE,CREATED,35650850,DC1A,Garrett,Stehr,10994 Friesen Dale,New Osvaldoport,SC,11065-3651,USA,1,65217490,4,27.51,USD
1274,127425702669,TAMUCVXB3,368,935C,CREATED,73971189,D4B6,Lionel,Grant,612 Adrienne Pike,South Margaret,HI,48134,USA,1,53969380,8,72.49,USD
1275,127570289744,1C9ZLBZB8,8E5,4D0C,CREATED,72680633,A180,Tremayne,Fay,28564 Ross Skyway,East Fernando,NY,53893,USA,1,47431249,2,50.72,USD
1276,127624145380,GA1AB3437,77D,07B0,CREATED,23161508,80C7,Chasity,Russel,841 Weissnat Unions,South Isadoreton,WI,50552-7173,USA,1,20618115,2,43.32,USD
1277,127774279516,3R9R78565,EE3,EA32,CREATED,37194630,27AD,Harvey,Ebert,882 Wuckert Divide,Isabellton,AL,97047-9547,USA,1,94757271,3,14.51,USD
1278,127895479315,1C9USB317,640,A358,CREATED,50155551,AA0A,Dominic,Bahringer,539 Mittie Ways,South Vestafort,HI,28424,USA,1,36244503,7,17.13,USD
1279,127987433114,SARDL1CE3,82C,BD6A,CREATED,30176093,C7EB,Kaylin,Romaguera,5960 Bergnaum Rapids,Wildermanshire,SC,70532-2126,USA,1,20748608,7,97.68,USD
1280,128097016435,SU92WHAW3,E19,9C08,CREATED,42351849,B4BB,Jamal,Quitzon,2560 Walter Square,West Whitneyville,IN,27788-1994,USA,1,44571251,7,94.62,USD
1281,128187968015,RF3H89FE2,252,2C6B,CREATED,88829715,0037,Thaddeus,Wisozk,60846 Sammy Roads,Greenmouth,AL,14122-7397,USA,1,42200005,8,96.17,USD
1282,128245912317,TAMAGZ6D6,784,DA49,CREATED,52356973,4395,Enrique,Auer,4629 Magdalena Highway,Alfredbury,UT,99382,USA,1,90843720,10,78.75,USD
1283,128354677569,KPH4XMX11,596,E882,CREATED,88555100,865E,Kevon,Buckridge,7026 Hyatt Corner,Kristiantown,NM,97447-3782,USA,1,61702388,3,36.93,USD
1284,128416971511,VF6TN4608,CD2,5118,CREATED,24388285,2C8A,Brook,Jacobi,404 Jermey Run,Port Mariloumouth,LA,93871,USA,1,88895446,6,10.65,USD
1285,128523403433,DLAX86GG5,26B,907B,CREATED,33405138,AC48,Alvera,Bartell,8635 Zaria Hollow,Huelborough,HI,60007-9734,USA,1,43047332,1,74.15,USD
1286,128668879205,RF5AZWVW9,748,9D22,CREATED,81322041,0DEE,Emmanuel,Flatley,4111 Forrest Bypass,Faytown,AR,58989-8085,USA,1,60649234,9,75.47,USD
1287,128746610490,3A99LLDT2,882,2E63,CREATED,41599640,99DE,Napoleon,Maggio,1797 Gleichner Inlet,Verlieburgh,NE,41132,USA,1,84485184,8,25.08,USD
1288,128871802871,TAMV7L8G5,A85,342B,CREATED,26158067,C2C6,Joannie,Bergnaum,471 Kody Islands,Frederikview,MD,78036-9482,USA,1,78462999,7,75.01,USD
1289,128980539017,WBTCXXP54,D45,9EEB,CREATED,16705687,4192,Makayla,Schroeder,6686 Alyce Wall,West Michealbury,NJ,48893,USA,1,71311012,2,20.87,USD
1290,129062179844,WBSY0ZS19,6A7,28A0,CREATED,34347739,0D98,Nannie,Mosciski,5420 Hirthe Rapids,New Crystal,UT,47795,USA,1,98022773,7,99.85,USD
1291,129139550742,5FS0TB0D4,5BA,601B,CREATED,40615022,A69E,Cathrine,Nolan,98441 Frank Ridge,South Florine,AZ,29825-0326,USA,1,44315633,5,54.62,USD
1292,129211760442,1F912FHF3,E58,0B01,CREATED,94614264,300C,Colleen,Volkman,74839 Julie Garden,South Alyshahaven,VA,25652,USA,1,24052130,3,70.35,USD
1293,129339494885,SU9JVHLY9,879,A397,CREATED,79113233,E4AD,Maryse,Wisoky,4095 Vergie Estates,Krisland,MT,39475-0105,USA,1,15771288,10,36.42,USD
1294,129471930808,SARX68EY4,484,15AA,CREATED,55080457,0511,Kaylah,Wolf,5574 Darlene Lodge,Clemenston,SD,47993,USA,1,16475003,4,49.33,USD
1295,129580006222,3R9DP4HP6,810,A7CE,CREATED,27387971,769C,Name,Dickinson,16193 Morar Ford,South Lennie,AK,64832,USA,1,37949576,3,48.24,USD
1296,129613799153,3A9MS3J9X,A0B,63BD,CREATED,34864483,45B6,Yadira,Donnelly,68211 Conroy Parkways,Andersonfurt,CO,83500-4088,USA,1,63355772,2,29.29,USD
1297,129734814758,SXMZN7G10,473,A477,CREATED,71623594,A5D8,Torrance,Bechtelar,3051 Buford Crest,Kilbackton,MD,29531,USA,1,94763268,7,58.55,USD
1298,129897628936,1G8RA7JM6,4D7,907C,CREATED,10390695,E733,Randy,Schaden,8764 Erdman Manors,West Modestaborough,ID,36053,USA,1,36154471,3,35.34,USD
1299,129958466509,J819C6MW4,B32,2E88,CREATED,53734217,36A7,Alexa,Walsh,555 Tristian Burg,North Simonefort,AL,74261-2113,USA,1,38619257,2,25.54,USD
1300,130081497641,WBT4YA8L6,2E5,2857,CREATED,53225058,516A,Cesar,Jenkins,4412 Josie Course,Hilllport,NE,85175-7445,USA,1,33161643,6,37.88,USD
1301,130156299665,KPLHV7RH0,14A,3898,CREATED,18025018,4943,Blanca,McClure,87810 Zboncak Spring,Lake Boyd,PA,29438,USA,1,24455845,9,52.41,USD
1302,130264948279,SUBHPG1W0,17D,85C9,CREATED,40568702,6BDD,Sebastian,Abbott,38012 Krystel Islands,Wardfurt,NM,98694,USA,1,95103819,9,85.57,USD
1303,130381370730,W09ZJ64T1,D40,5C17,CREATED,14249414,56A0,Amina,Boehm,482 Grant Passage,East Vallie,MN,59546-9786,USA,1,97805688,9,57.36,USD
1304,130416108322,L1CJ2ZHY9,880,2954,CREATED,35285851,A02E,Glenna,Rice,992 Laverna Orchard,Lydiaborough,OH,86552-0606,USA,1,49499761,7,65.02,USD
1305,130596465627,VF69U6ZP9,005,14E2,CREATED,56735722,C3E4,Alisha,Mertz,2298 Arvel Cliffs,New Providencibury,VA,37107-4818,USA,1,76152559,8,41.59,USD
1306,130690558747,RF39VB6B1,471,933A,CREATED,18899387,41DA,Amie,O'Kon,239 Kyler Dam,Barrowsfurt,AR,95709,USA,1,47196987,1,22.33,USD
1307,130798311736,1F80YV510,8E5,BB0C,CREATED,31509001,1377,Kayleigh,Zboncak,719 Wilford Drives,Zeldamouth,AK,62217-7596,USA,1,73530199,10,84.51,USD
1308,130824958556,VF46R74G5,6E8,5EEE,CREATED,50926872,9356,Keyon,Buckridge,40094 Dave Flats,Keeblerhaven,ME,27720,USA,1,13681414,5,79.85,USD
1309,130961457585,SU96US4P4,494,B71B,CREATED,39689143,1759,Thelma,Halvorson,7217 Lehner Rapids,Drewland,CT,94713-8206,USA,1,70716144,8,43.12,USD
1310,131059426709,SUBZ4ALY1,850,ED44,CREATED,16447100,0206,Abbey,Erdman,199 Towne Mountains,Abbottstad,UT,49411-0760,USA,1,89544042,3,53.51,USD
1311,131187643106,1G8B49US1,893,40B9,CREATED,45732464,9471,Nat,Bayer,13011 Brown Fall,Port Waldoside,AR,39096,USA,1,51557464,7,65.11,USD
1312,131246091098,RF5TFFJY6,971,B34C,CREATED,43150571,8AA0,Erica,Harris,7223 Hobart Rue,Port Antoninatown,MI,84594,USA,1,15760192,7,29.56,USD
1313,131381281865,W09GCR1R4,537,7B57,CREATED,91323276,89E6,Velma,Trantow,516 Wiza Stream,Hermannfort,ME,37909-1397,USA,1,29724283,9,30.53,USD
1314,131430872027,RFWGW3BP1,D90,C084,CREATED,19508576,40AA,Tyler,Wiza,70356 Delia Bridge,Wardburgh,VA,77496,USA,1,75061116,5,64.17,USD
1315,131514894134,SUAR54XG9,B8C,7690,CREATED,77362399,4A52,Jannie,Balistreri,9339 Purdy Throughway,Leopoldberg,OH,88395-9714,USA,1,13535352,1,80.61,USD
1316,131665234069,RFW1Z8W74,191,8823,CREATED,50593253,671E,Brandon,Macejkovic,35864 Monahan Center,South Annabelle,PA,61521-6670,USA,1,26807467,5,26.46,USD
1317,131791405107,8C9UJS4Y9,39A,A141,CREATED,19118251,B695,Dangelo,Morar,19000 Bechtelar Gateway,Pacochamouth,MA,75835-1413,USA,1,49399156,8,58.54,USD
1318,131856551794,3R9AXBSN6,063,1734,CREATED,13600432,4250,Lou,Stiedemann,15189 Dickens Mission,Lake Eli,CA,36052,USA,1,69162132,10,56.53,USD
1319,131980835552,SARGMM0P8,008,E9D0,CREATED,55924834,95B4,Herman,Stanton,1328 Volkman Estate,East Mckennaberg,MO,10937,USA,1,76512244,5,18.49,USD
1320,132089397964,SUADX3GTX,8DD,C733,CREATED,43196236,322C,Kirstin,Kshlerin,832 Rosario Fields,West Carolyne,TN,70725-5449,USA,1,25784985,10,75.06,USD
1321,132181651073,1B9VEFZB4,CDA,1ADA,CREATED,17547883,3692,Bonita,Leuschke,35829 Skiles Point,Farrellside,MD,59415-5189,USA,1,77961173,7,35.34,USD
1322,132275549419,KPHV8HY88,53B,CA8B,CREATED,14101445,80D4,Dagmar,D'Amore,723 Zemlak Knoll,Kuphalburgh,NC,42965,USA,1,99035981,6,79.37,USD
1323,132380951817,WBTGFM3B9,DA0,5D36,CREATED,65839927,7904,Jasen,Zulauf,3397 Johann Burgs,Andrechester,CA,41784-9395,USA,1,41629031,6,14.77,USD
1324,132498395577,3A9EG33T4,2AD,3B26,CREATED,60721050,C301,Antonio,Dickinson,8052 Luettgen Terrace,Lake Elenor,AK,61331,USA,1,11538873,10,18.33,USD
1325,132536522668,VF4EP3EC4,E56,44D9,CREATED,46222816,1A2B,Joseph,Flatley,4359 Pacocha Mount,Theabury,MN,73471-1279,USA,1,90073127,10,40.05,USD
1326,132671190450,5FS1RLZ33,CCD,5617,CREATED,88016609,64B7,Annetta,Oberbrunner,864 Spencer Pass,Wuckertfurt,OR,99142-2021,USA,1,67439422,7,65.72,USD
1327,132736627591,SXMZ71WD8,695,C338,CREATED,18161910,1D08,Kirsten,O'Reilly,8323 Friesen Viaduct,Sawaynfort,OH,58162,USA,1,71237056,7,69.85,USD
1328,132886177657,KPH38NVS4,9C5,E438,CREATED,22652613,55E1,Marion,Padberg,89244 Tillman Corners,Ardenland,IN,81556,USA,1,33522531,2,85.84,USD
1329,132988594270,9BE3VGNK4,4E2,0C4D,CREATED,48073042,C7CE,Cristian,Little,40315 Lori Glen,Hannaville,MS,13173,USA,1,25068672,6,59.83,USD
1330,133052785300,L1CGVG134,21E,9C70,CREATED,62748253,579B,Theodora,Sporer,500 Conrad Centers,Lake Buddyton,HI,43163,USA,1,72231484,4,52.77,USD
1331,133140258211,1G8FUMAR5,DD7,1934,CREATED,62166831,4538,Cloyd,Welch,66261 Cassin Loaf,Jenkinsshire,PA,30779-5433,USA,1,46635776,8,19.74,USD
1332,133297290679,SXMX8CAP1,985,CEB6,CREATED,63634613,5C31,Bonnie,Terry,2560 Ortiz Island,Jenaton,MT,99071,USA,1,68217909,10,73.62,USD
1333,133337307732,VF5AGUUV4,104,96B6,CREATED,41121030,0A57,Adele,Stamm,991 Adams Hill,North Zakary,PA,61596-8130,USA,1,16538717,4,62.01,USD
1334,133415253174,RF4Z8SU03,67E,176C,CREATED,29567960,AB88,Alberto,Larson,5303 Emmerich Hollow,Sawaynhaven,WI,40160-3917,USA,1,13536843,4,73.96,USD
1335,133565658759,SAL6P67X1,25E,3B9E,CREATED,91369240,9540,Pearlie,Pfeffer,703 Heather Burgs,Kingchester,CA,18997,USA,1,43048425,6,95.62,USD
1336,133610365020,TAM5VHHT1,99E,8113,CREATED,35500111,DDC4,Charity,Olson,34813 Pouros Forge,West Bellaland,TN,64670,USA,1,62186857,7,10.49,USD
1337,133784480886,SUBLEG3G5,16C,A339,CREATED,99410877,5BE4,Margarett,Orn,55432 Torp Bypass,Littleborough,PA,93609,USA,1,87443915,8,43.62,USD
1338,133890282476,WD2R3XH36,D96,8E92,CREATED,23144961,C76B,Kaci,Herman,43591 Evan Fork,Lake Mekhiside,KS,56089,USA,1,77777757,9,85.07,USD
1339,133916957704,1C9YGY6C8,054,4CA1,CREATED,45888662,A7B5,Christ,Stracke,58827 Gislason Brooks,Lake Mackenzie,WY,99655-0463,USA,1,70993384,9,28.69,USD
1340,134016357427,1B611Y569,750,E26E,CREATED,87366946,DB2E,Una,Waters,903 Jaren Falls,Mayrafort,OR,12495,USA,1,42666522,1,71.51,USD
1341,134191166699,SARHZFDYX,C3D,A809,CREATED,27290975,0D7A,Marguerite,Conroy,9306 Windler Ford,West Cathrinebury,NY,69442-5638,USA,1,50736462,8,85.78,USD
1342,134252457303,KPHG4DGM5,44C,B727,CREATED,81175399,904A,Garland,Weber,8781 Koby Club,West Mayra,VT,89476-4529,USA,1,70479437,4,29.83,USD
1343,134357805660,GA115NPXX,A0A,981A,CREATED,42317724,0983,Betty,Wiza,70396 Damien Ville,North Vivienneton,HI,79997-7830,USA,1,57365611,4,22.43,USD
1344,134463659014,3A9UP3HS8,50E,29D1,CREATED,15025775,620A,Aleen,Schamberger,71437 Cruz Shore,Effertzview,OK,55050-1220,USA,1,41103926,9,66.46,USD
1345,134599748534,DLA1NWSX5,E02,26C2,CREATED,61330250,6B74,Pietro,Koss,748 Henri Gateway,Krystinafort,OH,82203,USA,1,92377161,3,82.18,USD
1346,134655130739,5FS57PEP1,0BA,E8C0,CREATED,43103296,37E6,Kamren,O'Conner,1853 Mark Springs,West Karolannberg,SD,20583,USA,1,23793869,7,92.01,USD
1347,134712888652,XF978H0CX,3E7,C7EA,CREATED,17536074,BBE7,Juliana,Langosh,5221 Ivy Hills,Cletamouth,MA,89580-8978,USA,1,37951880,1,42.24,USD
1348,134876766992,VF567PA4X,270,5C11,CREATED,43909534,6C0D,Candice,Mante,82951 Hyatt Knoll,Gottliebside,PA,74313-4631,USA,1,36293767,1,45.55,USD
1349,134944820682,1B62GN0Y2,059,22AB,CREATED,44186332,A211,Skylar,Wehner,940 Frances Mission,Magdalenatown,AL,78476,USA,1,84043311,8,46.21,USD
